 moveaway(Light) moveaway(All) #; build(All,2,Left) #;-1
 build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; moveToUnit(All,Enemy,farthest) #;-1
 build(All,1,Right) train(Heavy,20,Up) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 attack(Worker,closest) #; train(Worker,20,EnemyDir) harvest(2) attack(Worker,lessHealthy) #;1
 attack(All,strongest) #; attack(All,strongest) #;-1
 moveaway(Light) moveaway(All) #; train(Worker,20,EnemyDir) #;-1
 moveToUnit(Heavy,Ally,strongest) harvest(2) attack(Heavy,weakest) moveaway(Worker) attack(Heavy,farthest) build(Barrack,2,Left) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; train(Worker,20,EnemyDir) build(Barrack,1,Down) #;-1
 train(Worker,20,EnemyDir) attack(All,weakest) #; attack(Worker,random) train(Worker,20,Up) #;0
 attack(All,strongest) #; attack(Light,farthest) #;0
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(Worker,random) train(Worker,20,Up) #;0
 train(Worker,20,EnemyDir) attack(Ranged,weakest) #; moveToUnit(All,Enemy,farthest) #;-1
 moveToUnit(Heavy,Enemy,strongest) #; moveaway(All) train(Ranged,20,Right) build(All,1,Down) harvest(4) attack(Heavy,lessHealthy) #;-1
 build(All,2,Up) build(Base,2,Up) harvest(4) attack(Ranged,strongest) build(Barrack,2,Up) attack(Ranged,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) build(Barrack,2,Up) attack(Worker,mostHealthy) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;1
 build(All,2,Down) train(Heavy,20,Up) build(Base,1,Right) attack(Worker,mostHealthy) moveaway(Worker) attack(Worker,mostHealthy) moveaway(Worker) build(All,2,Down) build(All,2,Down) #; attack(Worker,closest) #;1
 attack(All,closest) #; attack(Worker,random) train(Worker,20,Up) #;0
 attack(Worker,closest) #; attack(All,weakest) moveToUnit(Light,Ally,farthest) attack(Worker,random) #;-1
 attack(All,strongest) #; attack(All,weakest) moveToUnit(Light,Ally,farthest) attack(Worker,random) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; train(Worker,20,EnemyDir) harvest(2) attack(Worker,lessHealthy) #;1
 moveToUnit(Heavy,Enemy,random) harvest(2) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveToUnit(Heavy,Enemy,strongest) #; attack(Heavy,closest) #;-1
 moveaway(Worker) attack(Worker,weakest) #; attack(Heavy,mostHealthy) #;-1
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Down) build(All,2,Down) #; moveaway(Worker) attack(Worker,weakest) #;-1
 attack(All,lessHealthy) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;0
 train(Worker,20,EnemyDir) attack(All,weakest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;0
 moveToUnit(Heavy,Ally,farthest) build(All,2,Left) #; attack(Worker,random) train(Worker,20,Up) #;1
 attack(All,farthest) build(All,1,Left) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 moveaway(Worker) attack(Worker,weakest) #; moveToUnit(All,Ally,strongest) train(Heavy,20,Left) harvest(2) harvest(2) build(All,2,Left) build(All,2,Up) #;-1
 attack(Worker,random) train(All,20,EnemyDir) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;0
 attack(Ranged,lessHealthy) moveToUnit(All,Enemy,lessHealthy) harvest(4) moveaway(Ranged) #; attack(Worker,closest) #;-1
 attack(All,strongest) moveToUnit(Worker,Enemy,weakest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;-1
 attack(Worker,farthest) moveToUnit(Heavy,Enemy,farthest) attack(Worker,strongest) #; moveaway(Light) moveaway(All) #;-1
 build(All,1,Right) train(Heavy,20,Up) #; moveaway(Worker) attack(Worker,weakest) #;-1
 attack(Worker,closest) #; attack(Ranged,random) train(Ranged,20,Up) harvest(4) #;0
 moveaway(Worker) attack(Worker,weakest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 moveToUnit(All,Enemy,farthest) #; build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; moveaway(Worker) attack(Light,mostHealthy) #;-1
 moveaway(Light) moveaway(All) #; moveToUnit(Ranged,Ally,lessHealthy) #;-1
 attack(All,strongest) #; harvest(3) build(All,2,Right) harvest(2) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; train(All,20,EnemyDir) harvest(3) #;0
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 build(Barrack,2,Left) harvest(3) attack(Ranged,random) build(All,1,Right) harvest(3) attack(All,weakest) #; moveaway(Light) moveaway(All) #;-1
 attack(Ranged,random) train(Ranged,20,Up) harvest(4) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 build(Base,2,Left) train(Heavy,20,Up) harvest(4) build(All,1,Right) build(Barrack,2,Up) build(All,1,Right) build(Barrack,2,Up) build(Base,2,Left) build(Base,2,Left) #; moveaway(Light) moveaway(All) #;-1
 moveaway(All) build(Base,2,Right) attack(Ranged,farthest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; harvest(3) build(All,2,Right) harvest(2) #;0
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; attack(Heavy,closest) train(Worker,20,EnemyDir) attack(All,closest) #;1
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 harvest(3) train(Light,20,Down) train(Light,20,Left) train(Heavy,20,Left) #; attack(Worker,random) train(Worker,20,Up) #;1
 moveToUnit(Worker,Enemy,weakest) moveToUnit(All,Enemy,closest) harvest(2) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 attack(Worker,closest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 train(Worker,20,EnemyDir) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; build(Base,1,Up) train(All,20,Right) #;0
 attack(Worker,closest) #; train(Worker,20,EnemyDir) attack(Ranged,weakest) #;0
 attack(All,strongest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(Worker,random) train(Worker,20,Up) #;1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; train(All,20,Left) build(All,2,Up) #;-1
 build(Base,1,Down) attack(Heavy,farthest) train(All,20,Right) moveToUnit(Heavy,Enemy,strongest) harvest(3) train(Ranged,20,EnemyDir) attack(All,strongest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveToUnit(All,Enemy,farthest) #; attack(Worker,random) train(Worker,20,Up) #;1
 moveToUnit(Heavy,Ally,strongest) harvest(2) attack(Heavy,weakest) moveaway(Worker) attack(Heavy,farthest) build(Barrack,2,Left) #; attack(Worker,closest) #;1
 attack(Light,closest) moveaway(All) #; moveaway(Worker) attack(Worker,weakest) #;-1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Down) build(All,2,Down) #;-1
 moveToUnit(All,Enemy,farthest) #; attack(Worker,random) train(All,20,EnemyDir) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;0
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; harvest(3) harvest(3) #;-1
 attack(Ranged,random) train(Ranged,20,Up) harvest(4) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 harvest(3) harvest(1) moveaway(Light) moveaway(All) moveaway(Ranged) train(Ranged,20,Up) harvest(3) harvest(2) moveaway(Ranged) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 harvest(3) build(All,2,Right) harvest(2) #; attack(Worker,closest) #;1
 attack(Worker,random) train(Worker,20,Up) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;0
 attack(Light,closest) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 train(Worker,20,EnemyDir) attack(All,closest) #; moveToUnit(All,Enemy,farthest) #;0
 attack(All,strongest) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;0
 train(Heavy,20,Left) attack(Heavy,farthest) moveToUnit(Worker,Ally,farthest) harvest(1) #; attack(Worker,closest) #;1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; build(All,1,Right) train(Heavy,20,Up) #;-1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;1
 moveToUnit(Heavy,Ally,farthest) build(All,2,Left) #; attack(All,strongest) #;1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(All,closest) train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #;-1
 train(Light,20,EnemyDir) moveToUnit(Ranged,Ally,random) moveaway(Ranged) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 train(Ranged,20,Up) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 moveToUnit(All,Ally,closest) build(Base,2,Left) #; train(Worker,20,Right) moveaway(Worker) #;-1
 build(Barrack,1,Left) build(Base,2,Up) harvest(3) attack(Ranged,strongest) build(Base,2,Down) attack(Ranged,strongest) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) build(Base,2,Down) attack(Worker,mostHealthy) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 moveToUnit(All,Enemy,farthest) #; build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #;-1
 attack(All,strongest) #; harvest(2) #;0
 train(All,20,Left) build(All,2,Up) #; attack(Worker,closest) #;1
 build(All,2,Up) build(Base,2,Up) harvest(4) attack(Heavy,strongest) build(Base,2,Up) attack(Heavy,strongest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) build(Base,2,Up) attack(Ranged,farthest) build(Base,2,Up) build(All,2,Up) build(All,2,Up) #; moveToUnit(All,Enemy,farthest) #;-1
 attack(Ranged,lessHealthy) harvest(2) #; moveaway(Light) moveaway(All) #;-1
 train(All,20,Right) moveToUnit(Worker,Enemy,weakest) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; build(All,2,Up) build(Base,2,Up) harvest(4) attack(Ranged,strongest) build(Barrack,2,Up) attack(Ranged,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) build(Barrack,2,Up) attack(Worker,mostHealthy) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #;0
 attack(All,lessHealthy) #; moveToUnit(All,Enemy,farthest) #;-1
 moveaway(Heavy) moveaway(Worker) #; moveToUnit(All,Enemy,farthest) #;-1
 attack(All,weakest) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;0
 moveToUnit(Worker,Ally,weakest) #; moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #;-1
 attack(Worker,closest) #; build(Barrack,1,Left) build(Base,2,Up) harvest(3) attack(Ranged,strongest) build(Base,2,Down) attack(Ranged,strongest) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) build(Base,2,Down) attack(Worker,mostHealthy) build(Base,2,Down) build(Barrack,1,Left) build(Barrack,1,Left) #;0
 build(All,2,Up) train(Heavy,20,Up) harvest(4) attack(All,strongest) build(Barrack,2,Up) attack(All,strongest) build(Barrack,2,Up) build(All,2,Up) build(All,2,Up) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; build(Barrack,2,Left) harvest(3) attack(Ranged,random) build(All,1,Right) harvest(3) attack(All,weakest) #;-1
 moveaway(Light) moveaway(All) #; moveToUnit(All,Enemy,farthest) #;-1
 moveToUnit(All,Enemy,farthest) #; train(All,20,Left) build(All,2,Up) #;-1
 moveaway(Worker) attack(Worker,weakest) #; moveToUnit(All,Enemy,mostHealthy) moveaway(Light) train(Worker,20,EnemyDir) moveToUnit(Worker,Ally,strongest) #;-1
 attack(Light,farthest) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 moveaway(Worker) harvest(4) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveToUnit(Heavy,Enemy,strongest) #; build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #;-1
 train(Worker,20,EnemyDir) attack(Ranged,weakest) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;-1
 moveToUnit(Heavy,Enemy,strongest) #; train(Worker,20,EnemyDir) build(Barrack,1,Down) #;-1
 attack(Light,closest) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(All,strongest) #;1
 attack(Worker,closest) #; moveToUnit(Worker,Enemy,weakest) moveToUnit(All,Enemy,closest) harvest(2) #;-1
 attack(All,lessHealthy) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 attack(All,closest) #; moveaway(Light) moveaway(All) #;0
 harvest(3) build(All,2,Right) harvest(2) #; moveaway(Heavy) moveaway(Worker) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; train(Ranged,20,Up) #;0
 harvest(3) build(All,2,Right) harvest(2) #; attack(Worker,farthest) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; moveToUnit(Heavy,Enemy,strongest) #;-1
 attack(Worker,closest) #; attack(Worker,farthest) #;-1
 moveaway(Worker) attack(Worker,weakest) #; moveToUnit(Heavy,Enemy,weakest) harvest(2) build(Barrack,1,Up) moveaway(All) #;-1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; attack(All,weakest) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; moveaway(All) #;-1
 build(All,2,Up) build(Barrack,2,Left) moveToUnit(All,Ally,closest) attack(Heavy,strongest) build(Barrack,2,Left) attack(Heavy,strongest) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) build(Barrack,2,Left) attack(Ranged,mostHealthy) build(Barrack,2,Left) build(All,2,Up) build(All,2,Up) #; moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #;1
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveaway(All) harvest(3) build(All,2,Right) moveaway(All) harvest(3) moveaway(All) harvest(3) build(All,2,Down) build(All,2,Down) #; build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #;-1
 moveToUnit(All,Enemy,farthest) #; train(All,20,EnemyDir) harvest(3) #;-1
 moveToUnit(All,Enemy,farthest) #; moveToUnit(Heavy,Ally,farthest) build(All,2,Left) #;-1
 attack(Heavy,closest) train(Worker,20,EnemyDir) attack(All,closest) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;0
 attack(All,lessHealthy) #; moveaway(Worker) attack(Worker,weakest) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(Worker,farthest) #;0
 train(Worker,20,EnemyDir) attack(All,closest) #; attack(Heavy,closest) train(Worker,20,EnemyDir) attack(All,closest) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(Heavy,closest) #;-1
 moveaway(Light) moveaway(All) #; moveaway(Heavy) moveaway(Worker) #;-1
 build(Base,2,Left) train(Heavy,20,Up) harvest(4) build(All,1,Right) build(Barrack,2,Up) build(All,1,Right) build(Barrack,2,Up) build(Base,2,Left) build(Base,2,Left) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 train(Heavy,20,Left) attack(All,closest) #; moveToUnit(All,Enemy,farthest) #;-1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; attack(Worker,mostHealthy) #;1
 build(Barrack,2,Down) build(All,1,Left) moveaway(Light) harvest(1) #; moveToUnit(All,Ally,closest) build(Base,2,Left) #;-1
 attack(Ranged,weakest) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;1
 build(All,2,Down) attack(Heavy,weakest) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Right) moveToUnit(All,Enemy,weakest) train(Light,20,Down) moveToUnit(All,Enemy,weakest) train(Light,20,Down) build(All,2,Down) build(All,2,Down) #; moveaway(Light) moveaway(All) #;-1
 moveaway(Heavy) moveaway(Worker) #; attack(Worker,closest) #;1
 attack(Worker,lessHealthy) #; moveaway(Light) harvest(4) attack(Worker,strongest) #;0
 attack(Heavy,mostHealthy) #; attack(Worker,closest) #;1
 train(Ranged,20,Right) train(Ranged,20,Right) attack(All,closest) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; attack(All,strongest) moveToUnit(Worker,Enemy,weakest) #;-1
 build(Barrack,2,Left) harvest(3) attack(Ranged,random) build(All,1,Right) harvest(3) attack(All,weakest) #; moveToUnit(All,Enemy,farthest) #;-1
 attack(All,strongest) #; attack(All,farthest) build(All,1,Left) #;0
 moveToUnit(Heavy,Enemy,strongest) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 attack(All,mostHealthy) train(All,20,EnemyDir) #; harvest(2) attack(All,farthest) #;0
 harvest(2) attack(All,farthest) #; train(Worker,20,EnemyDir) attack(All,closest) #;1
 moveToUnit(Light,Enemy,strongest) attack(Worker,closest) train(Light,20,Left) harvest(4) build(Base,1,Down) harvest(4) harvest(3) #; attack(All,mostHealthy) train(All,20,EnemyDir) #;-1
 moveaway(Worker) attack(Light,random) moveToUnit(Ranged,Ally,random) train(Ranged,20,Right) #; attack(Ranged,weakest) #;-1
 moveaway(Light) harvest(4) attack(Worker,strongest) #; attack(Heavy,closest) train(Worker,20,EnemyDir) attack(All,closest) #;1
 attack(All,strongest) #; attack(Ranged,weakest) #;0
 harvest(3) harvest(3) #; harvest(3) build(All,2,Right) harvest(2) #;-1
 attack(Heavy,closest) #; moveToUnit(Heavy,Enemy,strongest) #;-1
